JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
Digital Transformation Executive-,Amicus Recruitment,Dublin,30+ days ago,2021-01-22,Both projects require Adobe experience so Adobe experience will be of huge benefit. ( if not then data studio; google analytics). The UK Digital Team and 3.,"€45,000 - €55,000 a year",https://ie.indeed.com/rc/clk?jk=d7ac081300c8486a&fccid=579c60eb3cc80e8a&vjs=3
Back-end Python Developer,Code Institute,Dublin,30+ days ago,2021-01-22,Experience with analytics and data pipelines. Put in place security measures to keep students' personal data safe. Support contributions from other developers.,,https://ie.indeed.com/rc/clk?jk=a3bc307dcb036b95&fccid=e55052d1f49714fb&vjs=3
Digital Account Executive for Denmark (Danish speaker),Microsoft,Dublin,30+ days ago,2021-01-22,This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…,,https://ie.indeed.com/rc/clk?jk=86353fec44508cad&fccid=734cb5a01ee60f80&vjs=3
MariaDB ColumnStore Engine Senior DB Engineer,MariaDB Corporation Ab,Remote,30+ days ago,2021-01-22,"One of them is ColumnStore, ground-up designed for data warehousing and analytics. Are you interested in working in a dynamic and growing international company…",,https://ie.indeed.com/rc/clk?jk=3a61abe1faa7ba9a&fccid=13821ba88ab3dd02&vjs=3
Senior Associate - Regulatory Reporting COE,DMS Governance Ltd.,"Cashel, County Tipperary",6 days ago,2021-01-22,"Perform daily reconciliations on a range of data, accounting, compliance checks and risk analytics. Preprocess all holdings data through RiskCore, enriching…",,https://ie.indeed.com/rc/clk?jk=25578edb03f89bf2&fccid=8a0f5949652e910d&vjs=3
Accounts Payable Position in Cavan,e-Frontiers,Cavan,8 days ago,2021-01-22,Accounts Payable Position in Cavan. Our client is looking for an accounts payable/reception personnel to cover a maternity leave (for approx.,,https://ie.indeed.com/rc/clk?jk=a5eaf0a9e5e8a2bc&fccid=ed59e6569ae50dc9&vjs=3
"Software Development Engineer, Analytics",Workday,Dublin,29 days ago,2021-01-22,Our mission is to employ the latest web design and distributed computing technologies in creating a data analysis product that’s both easy-to-use and powerful.,,https://ie.indeed.com/rc/clk?jk=44bdd69cd54b8118&fccid=9ac45d217f8342a1&vjs=3
BI Developer,Game On Media Ltd,Dublin,30+ days ago,2021-01-22,"Deliver analytics and data science projects that are aligned with the roadmap, product goals and financial targets. Analysis and Problem-solving skills.",,https://ie.indeed.com/rc/clk?jk=5cbd08f0586c7bea&fccid=dbc4f755c66b414b&vjs=3
Reporting Accountant,UniPhar Group,Dublin,30+ days ago,2021-01-22,"These services include product distribution, outsourcing and resourcing, multichannel account management, data analytics, market access and patient management…",,https://ie.indeed.com/company/Star-Medical/jobs/Reporting-Accountant-90b03db5fe0785bc?fccid=91f5bf9083b68256&vjs=3
Communications Senior Marketing Executive-Contract,Link Personnel Services,"South Dublin, County Dublin",30+ days ago,2021-01-22,"Responsible for providing analytical data on a regular basis. Our Client, is a Leading Firm based in Dublin City Centre, who is looking for a Communications…",,https://ie.indeed.com/rc/clk?jk=b1ace6ab3c950a21&fccid=8b2eec034d721c3c&vjs=3
Head of Digital for Operations,Merck KGaA,"Carrigtwohill, County Cork",30+ days ago,2021-01-22,Support the building of overall organisational capability and engagement in digitalisation of operations and the application of data analytics to drive business…,,https://ie.indeed.com/rc/clk?jk=20383df8f2d50a47&fccid=68d0e0954a811351&vjs=3
Python Software Engineer (SRE),Reperio Human Capital,Dublin,30+ days ago,2021-01-22,"The primary responsibility will be focused on back-end python development, with some movement over time towards front end (React) or data analysis.","€55,000 - €75,000 a year",https://ie.indeed.com/rc/clk?jk=d8bbe7ef012625a5&fccid=79d95b1544240a36&vjs=3
Environmental Program Manager - Internal Audit,Amazon Data Srvcs Ireland Ltd,Dublin,30+ days ago,2021-01-22,"Conduct environmental audits at AWS data centers, related operations and vendors. We are searching for an Environmental Program Manager – Internal Audit that…",,https://ie.indeed.com/rc/clk?jk=a19f1a7270357f20&fccid=fe2d21eef233e94a&vjs=3
Embedded Software Engineer (Medical Devices),Reperio Human Capital,Dublin,30+ days ago,2021-01-22,"Exposure to signal processing, algorithms and data analytics. Embedded Software, Embedded Systems, C, C++, ARM, BLE, Bluetooth, Electronic Design, PCB Layout,…","€55,000 - €75,000 a year",https://ie.indeed.com/rc/clk?jk=c36dc3357e872027&fccid=79d95b1544240a36&vjs=3
Program Manager & Business Analyst,Morgan McKinley,Dublin,30+ days ago,2021-01-22,"Investigate and define clear business problems and prioritize solutions using data-driven analytics, developing success metrics to measure project performance…",,https://ie.indeed.com/rc/clk?jk=ffdfd4faa7b2eff3&fccid=893f9f3cd9fe4472&vjs=3
Key Account Manager,UniPhar Group,Dublin,10 days ago,2021-01-22,"These services include product distribution, outsourcing and resourcing, multichannel account management, data analytics, market access and patient management…",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B7QvQk-_XTcQSE_7jDVZq-FoCUPJhY_94zrudRlfs8872K1jeeqFbNhCxrPo2hnj3ZVOOod6HfHHpRRO6Q0bFx1Cgb4MPGq9wC1QfAYbFGrEXANADEpylxORcD5P9gxlpQJjM8diE3grF5Ol2mYCMc51y_Qo90qcjVL6DFyjotTGy_9wIR58SYVPaXgOINDi_in4qh6v8fQ1T5VCF1L0VTLBqyBnp9HdR3SMUKvtRwbIiUcSwHxEMQOgtm0vqPQXKrgx8WPnITrZHFtKRxAUuHavlo19QwHWX-pghaHdFWmBaCI_GGdEysVkJ5wli7GsCszttAKaPRhqkEHA5sLvAFpfVg0DyZm8zKzf9qXGeCkT8C91rAP8QmfP_bu_DHsMBZpx47zhCFBoTEXY8yFOk0nlnqMZRcH3tq96P_dFp_5jb-Yqk6nwEJUnHq_hH-93-YJuAp_WsJMBaD51pR2hEA&p=5&fvj=1&vjs=3
Ecommerce & Digital Marketing Specialist - Luxury Consumer Brand,TalentHub,Dublin,6 days ago,2021-01-22,"Strong website and consumer analytic skills, including the ability to link site design and features to strategic objectives and the ability to use the data and…",,https://ie.indeed.com/rc/clk?jk=504a4b73a43150ac&fccid=099c84cb10e77ae0&vjs=3
UX User Experience Specialist,Allen Recruitment Consulting,Dublin,30+ days ago,2021-01-22,"Analyze Customer Analytics data to show differences in user behaviour on different screens to optimize client assets, support usability/UX audits with client’s…",,https://ie.indeed.com/rc/clk?jk=b7d96ac2ab84f77f&fccid=355b4b9a997e1c51&vjs=3
Compliance Analyst 3,PayPal,Dublin,30+ days ago,2021-01-22,"This person will help to assure the integrity of data, including data extraction, storage, manipulation, and processing.",,https://ie.indeed.com/rc/clk?jk=a26214e492226d87&fccid=978d9fd9799d55a8&vjs=3
Technical Program Manager – Capacity Delivery Planning,AWS EMEA SARL (Irish Branch),Dublin,30+ days ago,2021-01-22,"Experience using SQL for data analysis and reporting. Developing data pipeline requirements with Data Analytics team to support historical data tracking,…",,https://ie.indeed.com/rc/clk?jk=d34afec8629be73f&fccid=fe2d21eef233e94a&vjs=3
Marketing Data Delivery Manager - Betfair International,Betfair International,Dublin,30+ days ago,2021-01-22,"Strong understanding of the campaign targeting toolkit, which includes data interrogation, data manipulation, campaign management and analysis tools.",,https://ie.indeed.com/rc/clk?jk=9408152c9bb4db08&fccid=36e054edfc4066d5&vjs=3
Quality & Training Manager,FRS Recruitment,Limerick,3 days ago,2021-01-22,Demonstratable understanding of standard data reporting and visualisation techniques. Complete analysis of data gathered via Quality Tools to drive development…,,https://ie.indeed.com/rc/clk?jk=c3623712dee02263&fccid=07efad185423424b&vjs=3
Fraud & Card Payment Managing Analyst,Ryanair,Dublin,29 days ago,2021-01-22,Applicants with fraud / financial business analytics or intelligence experience will be highly regarded. Experience of analyzing large sets of transaction data…,,https://ie.indeed.com/rc/clk?jk=5ed90fdda7d7eb46&fccid=e04ab2cfa8d5c04a&vjs=3
The Dock - Senior Data Engineer,Accenture,Dublin,30+ days ago,2021-01-22,"6+ years of experience as an engineer designing and implementing complex applications, enterprise level APIs, data and webservices integration.",,https://ie.indeed.com/rc/clk?jk=1095baa7c732d208&fccid=a4e4e2eaf26690c9&vjs=3
Senior Product Manager,Clio,Dublin,30+ days ago,2021-01-22,"Demonstrable experience self-serving answers, insights and data from a variety of data analytics tools. This will be complemented by deep quantitative data to…",,https://ie.indeed.com/rc/clk?jk=eebb5e563c0ffd5d&fccid=e7bbb966485accbf&vjs=3
Control Tower Team Lead,Lansdowne Recruitment,Dublin,30+ days ago,2021-01-22,Reporting & associated Analyse data to ensure. Data Accuracy – Validate data to ensure reporting accuracy. Data Analytics – Analyse data to identify trends &…,,https://ie.indeed.com/rc/clk?jk=3bf99146bf64f41c&fccid=0171841f21e2aaa7&vjs=3
Marketing Science Analyst,Analytic Partners,Dublin,30+ days ago,2021-01-22,"Experience working with big data; building and optimizing 'big data' data pipelines, architectures, and data sets. Our differentiator is – Our People!",,https://ie.indeed.com/rc/clk?jk=d34b5b5832cc3f1a&fccid=4d17dd64ea6355de&vjs=3
Senior Machine Learning Engineer (Imaging),Xperi,Galway,30+ days ago,2021-01-22,"Our inventions are foundational to the global entertainment ecosystem and our products and data improve every aspect of the digital entertainment experience,…",,https://ie.indeed.com/rc/clk?jk=bad0749d9e0942e2&fccid=87d9d5c3c75f7830&vjs=3
Industrial Energy Engineer - Remote Working,Morgan McKinley,Cork,2 days ago,2021-01-22,Help to develop innovative solutions by combining data analytics and engineering expertise! Remote working opportunity for a rapidly growing client who has…,"€60,000 a year",https://ie.indeed.com/company/Morgan-McKinley/jobs/Industrial-Energy-Engineer-1ff64c42088e58b1?fccid=893f9f3cd9fe4472&vjs=3
Marketing Manager,Sensgreen,Remote,30+ days ago,2021-01-22,"Demonstrable experience in marketing data analytics and tools. Marketing deep-dive analytics, trending and forecast models, and marketing research.",,https://ie.indeed.com/rc/clk?jk=ac56e47be2b4df0e&fccid=f4ce96a6449bcb8e&vjs=3
Social Media and Marketing Assistant,NL,"Clonmel, County Tipperary",Just posted,2021-01-22,Recommending and implementing changes and improvements based on data insights. Our company is seeking an enthusiastic Social Media & Marketing Person to join…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B3j_4v8_LrkkZL8AdvxFRlJsiFiRsqPvRcVY-C-fXHo3y4kdFnFzOpH9dcLWGtKTCZHuAA2Wx0-iqatMfFIS_AwObXw4i6LqaWzKIrUFT8jJubR_15F6NQXW1fMsUwItHXzHfHoHoXEkXtlgfI_m3U94lMZULOnehD1FmLp-c8JpXEysKY8tXi0dglb6j_rw2KVqHamLcC6FsC8YXTvnh8ZmCFS_7IX6qcJQbNR_VDPSAi8fHfk6Ygta9pba4s3UBVV8AgXtEceja1oZ2RfXdBFA3cDGGv-WvWcpKijnH2dg5XiVdn2MQOpon0bE0GN9Fv1bct3l6-bthHT7feV66co8muKbUXhHWnCvw04e_6UDBdRuRrWDAVSUZwRn_ARkRBXoAJWhnfwfjvfgz99_-VhQSn38AhR3onzyIXSYgC_MqUNVS7xhhIL7ZlMUxSMi295ut6_gBSCxoRKz7V0ffE&p=5&fvj=1&vjs=3
Data Analyst FTC (German/ Nordic Speaking),Intercontinental Exchange,Dublin,16 days ago,2021-01-22,"Use excel functions to organize, analyze and create reference data. Help identify trends and causation of inaccurate and/or incomplete data.",,https://ie.indeed.com/rc/clk?jk=04e33bbfa2e79112&fccid=306f81e1483f7d82&vjs=3
Software Development Team Lead,General Motors,Limerick,30+ days ago,2021-01-22,"5+ years of software development, data engineering or technical architectural experience. The GM Crowd Intelligence Team is developing and operating a real time…",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BqJjBsvJkVIRVupdyx-l7jJlkPL5nU6SVET5Mq4mDejUz806pJ45E27sraUwoH5S3BodH7hjcHwaa_0bUdE5yOi2cB3nxJlsMnCuuCbzGesKnzWU7-UFuLLcEmv9iQEy7Uf-NQ2AvPUmciyj_ey1cMKo5dXajefFA8lpHhWGHWmIB0K1YIzRbhfRSzzjTPUSDvk9jynDDClSa6roibpmtsjCFnqgTHoIKpCKZiNEb_UT3ituEICoAOUyjYSQHRC8g3E_PAgsof63sJ1G9cw5_8SjtZ6dmQX1PNNek4R-1m0jDtqF8sjOrHQNQGJwwNldMbmojyFNsKxwIabbW-hs27UH3PIC0I31FGKbnnWWa1jRTJ0Lnnn-IH1xK655kg63yv_55MeOGWWU7UY1_r6rDhSilPxT2Lqi14q8aP-hMS1JcFSAxFH7_yY2TK2xPND8Pp8GaCFzfM1njMrWUcwrUwspb_gCYMgvYGQolOL34EW2_5rUouILBc9eyGu37nYzDLbXP2kegEHmGoXPY7cn7GapiyafeXEkaLdKJmaHqfNcyivJm8moqoGrIRarHxRW8dvtzbg7_E_dgD6T1KeqB5xipVG9Zoi_nRpSAdnMN97m7Y7NhQpMYp&p=7&fvj=0&vjs=3
eCommerce and Digital Marketing Manager,GOOD FOOD IRELAND,Wexford,3 days ago,2021-01-22,"Proven strategic and analysis skills, with web analytics experience. Identify customer and market trends, using data to create strategies to build brand…",,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AZnKMweRErmgu13j0Zf3G0pOGuyNIzalh5PH6enD7FYwX6pj5g3NcTyIbjgbS3jN0lfSlEDn9XDbU0gS378LkjlS6HLpyy26RTbj1HgOD9tYiSyeO049wbRGDesbSgv9zzJ8zbw5VP3Tb0AJ_vcngz9kwBm1Q1i2vpfW3b_Cxm1dTbDGjbeS6oM2CzpUvelWc2EaMOlivDGyfzRa6nxk7rbN8WKVrprN1dgfHaFQenwfwfW_47ALCJxmRCv9x1Q-cXsExd8VeHCk2T12kAKzzJtHwwrfUkVTrEopIrzjL0TxN6EMLTp3iK5ywjnnjUki9bDSAa4cSntMVrVx9cn_lfYi_t9MVF6zvmeueKjcFEOM1VjWUysMx9wRTS2bmR57Pr7mgZT83oeGTfJWd5zHjv3bbtzdj3-nbVxvMBE-FOMErH05-sJK9HE2I5U9qEN5-bI5OVyXxcxPTJzOTpQkbqO9lNwmAaA34=&p=8&fvj=1&vjs=3
Full-Stack Software Developer (Node.js),Hewlett Packard Enterprise,Galway,10 days ago,2021-01-22,"Hewlett Packard Enterprise advances the way people live and work. We bring together the brightest minds to create breakthrough technology solutions, helping our…",,https://ie.indeed.com/rc/clk?jk=5944b53b44d99763&fccid=216eb700022de6f6&vjs=3
Content Marketing Manager,Boxever,Dublin,30+ days ago,2021-01-22,"Knowledge of web analytics software (Google Analytics). Firstly, we build rich and accurate profiles of their customers using data from across their business.",,https://ie.indeed.com/rc/clk?jk=29dbf1ffce582d3d&fccid=d0a2c58189f20589&vjs=3
IFDS Transfer Agent-Investor Distributor Services-Senior Associate-Dublin,State Street,"South Dublin, County Dublin",2 days ago,2021-01-22,"We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients. Who we are looking for.",,https://ie.indeed.com/rc/clk?jk=dcdfd38897cc371a&fccid=92f1ccd9154b0139&vjs=3
"IFDS - Transfer Agency, Senior Associate",State Street,"South Dublin, County Dublin",2 days ago,2021-01-22,"We provide investment servicing, data & analytics, investment research & trading and investment management to institutional clients. Who we are looking for.",,https://ie.indeed.com/rc/clk?jk=6f6ef7cb311c4851&fccid=92f1ccd9154b0139&vjs=3
Embedded Software Engineer,MATRIX Recruitment Group,Carlow,17 days ago,2021-01-22,Unit testing and data analytics would be a strong advantage. What you need to know. You will work as an Embedded Software Engineer* for our client based in…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DQPsuyxtK4rwQuFr3ho_mL399J_pr1Ck5lsMGdUz-ZFNTcaNk1rI-xOkmAZ_sBU8WEHOVKWT1k1pNpJU_AwYvYEcYxa24Z9AOxqYESg4ZhF61PJ-UcqTSE61fcal7_v7LQLDpc76jBPCCamkysA7efE_xKQvZkJEmqgro12QPNVcLn5Dl6ene0D7nwST6kBaqXbi2vTuNVfmgM-iwhv8MgSeVPcAEr2xrRqAvqQH945XyVO-C5EaKD08cP_Dt4xdmXcZLN9owqy3GSa9NPqCbSDRxrGspByQaQCnoxfp2HtoRfsNc-oN4fgcIxJfXg8opu3eoM7QQ9hbIXg2q-4P6SWGgFI2em4EmONp8qy4qFaEw-R0tHiedZ66-U5Z6RSjvxUvivmIvJ7E8tsghb4wfsoXWa0VszfAIRutpedrKXkFSrfsEvGYYq9mejnI_FQAXkvfRwgSmV0dER5I5wgZjl&p=13&fvj=1&vjs=3
Big Data Cloud Support Engineer,AWS EMEA SARL (Irish Branch),Dublin,13 days ago,2021-01-22,Familiar with data warehousing and ETL process. “Protecting your privacy and the security of your data is a longstanding top priority for Amazon.,,https://ie.indeed.com/rc/clk?jk=c51ca9d52e8fead6&fccid=fe2d21eef233e94a&vjs=3
Associate Director MS & T,Thornshaw Scientific Recruitment,Dublin,30+ days ago,2021-01-22,"Manage scientists involved in technical support, investigations, and process analytics. Partners with analytical technical teams to support method robustness,…",,https://ie.indeed.com/rc/clk?jk=dd0b3ba93f086e97&fccid=c4492c8295ce93fb&vjs=3
HR Manager,Matrix Recruitment Group,Waterford,9 days ago,2021-01-22,We collect your data for recruitment purposes only and will retain it for the duration required as outlined in our privacy policy. What you need to know.,,https://ie.indeed.com/rc/clk?jk=27feee9926367eb7&fccid=6a6d5fc41486f508&vjs=3
Global Supply Chain Data Manager,Morgan McKinley,Limerick,30+ days ago,2021-01-22,Proven ability to deliver data analytics accurately and effectively and provide valuable data to management which supports business decisions.,,https://ie.indeed.com/rc/clk?jk=30aa141605d2a323&fccid=893f9f3cd9fe4472&vjs=3
Global HR Programs & Knowledge Manager,Logitech,Cork,30+ days ago,2021-01-22,"Real, proven project management of complex, cross-functional initiatives, using data and metrics to determine improvements across multiple locations.",,https://ie.indeed.com/rc/clk?jk=769a2afb4750f8a3&fccid=30f93a2656b8e223&vjs=3
Principal Software Engineer - Core Platform,Workday,Dublin,30+ days ago,2021-01-22,The Query team's mission is to provide scalable and highly performant data services for analytics and reporting from fast queries to big data insights.,,https://ie.indeed.com/rc/clk?jk=481cdd7b0fb84505&fccid=9ac45d217f8342a1&vjs=3
Network and Security Specialst,Recruiters,Remote,30+ days ago,2021-01-22,"Experience with distributed computing, cloud security, IaaS & PaaS architectures, knowledge of big data/analytics and networking concepts.",€350 - €450 a week,https://ie.indeed.com/rc/clk?jk=a96c937ff66bc48b&fccid=01b3d023bd8a87a3&vjs=3
Portfolio and Performance Manager,Eolas Recruitment,Dublin,2 days ago,2021-01-22,"Developing capability to move from descriptive to predictive analytics. Occupies a key role in reviewing and overseeing data quality of the assigned portfolio,…",,https://ie.indeed.com/rc/clk?jk=4d56add515ff05eb&fccid=84dd258955114da3&vjs=3
eCommerce Marketing Manager,eShopWorld,Dublin,30+ days ago,2021-01-22,Extremely data and detail oriented. Ownership of all analytics and reporting across social channels. Manage additional ecommerce analysis utilizing google…,,https://ie.indeed.com/rc/clk?jk=7b1468fbdfd64130&fccid=07efda810badd381&vjs=3
"Content Marketing Manager, EMEA",Clio,Dublin,30+ days ago,2021-01-22,Analytical skills to dig into website data and track content performance. We are seeking a Content Marketing Manager to join our Marketing team in Dublin.,,https://ie.indeed.com/rc/clk?jk=f80cc3072083a6d8&fccid=e7bbb966485accbf&vjs=3
Strategic SaaS Marketing Manager 80K,Ingenio,Dublin,29 days ago,2021-01-22,"Ability to report and analyse all relevant online/digital activity, performance and data and make recommendations for improvement on the basis of sound cost…","€80,000 a year",https://ie.indeed.com/company/Ingenio/jobs/Strategic-Saas-Marketing-Manager-2439dc8bbbde7667?fccid=c4a6edb97b17948a&vjs=3
Grant Thornton - Actuarial Manager (non-Life),Grant Thornton,Dublin,30+ days ago,2021-01-22,Interest in developing data analytics skills. Support the team in identifying opportunities where data analytics can enhance our client’s actuarial practices…,,https://ie.indeed.com/rc/clk?jk=af2ff52551185d5d&fccid=7ac82fceed64aa81&vjs=3
Embedded Software Engineer,MATRIX Recruitment Group,Carlow,17 days ago,2021-01-22,Unit testing and data analytics would be a strong advantage. What you need to know. You will work as an Embedded Software Engineer* for our client based in…,,https://ie.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DQPsuyxtK4rwQuFr3ho_mL399J_pr1Ck5lsMGdUz-ZFNTcaNk1rI-xOkmAZ_sBU8WEHOVKWT1k1pNpJU_AwYvYEcYxa24Z9AOxqYESg4ZhF61PJ-UcqTSE61fcal7_v7LQLDpc76jBPCCamkysA7efE_xKQvZkJEmqgro12QPNVcLn5Dl6ene0tRfn256KxE1ksXJsTzWtNUgA8OX4Q1gIJ4ViSlPPcpxgVabYLMORweYKoCX_Byv2TpDgiUP7vypHjuBXz-yO-qp2NadWmRwRn2xIMKCLpGATpY0Yc1IavWt5aucWmCWw3pg66OXbbdUt2AQJPqX3kn4xE8O9mNloCMnjEu1fOYc82CJdUWmi7CNLJP9AxHpg13oiinFCd567nHyVUuyrqxENCfyjyRtT3VNjhI-5_iQ41XG6UJPODNhmQjDA0You_lWOz11kEp-cQRrK-Jxm313669aIIF08&p=11&fvj=1&vjs=3
Principal RWE Research Analyst (Bioinformatics),Novartis,Dublin,2 days ago,2021-01-22,Conduct observational data analyses involving new creative approaches and oversee data management and statistical programming activities.,,https://ie.indeed.com/rc/clk?jk=fe21d8ba1285c3da&fccid=c35194d01a9e2595&vjs=3
Manager - Finance Transformation,HRM Executive Recruitment,Dublin,9 days ago,2021-01-22,"Within this role, you will work as part of a client engagement team to deliver various projects involving the transformation of finance divisions and will…","€75,000 a year",https://ie.indeed.com/rc/clk?jk=c1a82c1fc478755b&fccid=a115ac20daedffe3&vjs=3
Senior Data Engineer - Pharma,Reperio Human Capital,Dublin,30+ days ago,2021-01-22,Experience with migrating classic data warehouse platforms to cloud based data warehouse and data lake platforms.,"€85,000 - €100,000 a year",https://ie.indeed.com/rc/clk?jk=eb131c109f9abf30&fccid=79d95b1544240a36&vjs=3
Senior Data Engineer - Pharma,Reperio Human Capital,Dublin,30+ days ago,2021-01-22,Experience with migrating classic data warehouse platforms to cloud based data warehouse and data lake platforms.,"€85,000 - €100,000 a year",https://ie.indeed.com/rc/clk?jk=eb131c109f9abf30&fccid=79d95b1544240a36&vjs=3
EU SAR Manager,PayPal,Dublin,14 days ago,2021-01-22,Proven ability to analyze large amounts of data in order to report critical information; Assessment of customer profiles and large amounts of data to ensure…,,https://ie.indeed.com/rc/clk?jk=7e57306e74b12693&fccid=978d9fd9799d55a8&vjs=3
Non Life Actuarial Manager [Contractor] - Dublin,PwC,Dublin,30+ days ago,2021-01-22,Excellent IT/software/programming skills - we’re data obsessed and we base our advice on our data analysis skills. We have never been busier!,,https://ie.indeed.com/rc/clk?jk=e6d4be44b0eac39e&fccid=5e964c4afc56b180&vjs=3
Process Sciences Manager - Upstream MFG Support,Regeneron,Limerick,30+ days ago,2021-01-22,Presents and reviews process monitoring data to IOPS Management as necessary. Serves as a subject matter expert (SME) for data trending and manufacturing…,,https://ie.indeed.com/rc/clk?jk=03ab6d949766c927&fccid=f042b91ff3f82696&vjs=3
Construction Safety Program Specialist - Regional,Amazon Data Srvcs Ireland Ltd,Dublin,30+ days ago,2021-01-22,"The Construction Safety Regional Specialist will support all business units within AWs, with a strong focus on the safe construction operations of our data…",,https://ie.indeed.com/rc/clk?jk=af935472fcb3781a&fccid=fe2d21eef233e94a&vjs=3
SAP Basis Engineer in Cork,Deutsche Börse,Cork,30+ days ago,2021-01-22,"Corporate Systems is the Enterprise IT of Deutsche Börse Group, developing and operating IT services for all corporate functions, as well as the data warehouses…",,https://ie.indeed.com/rc/clk?jk=b0bdf09142d400f5&fccid=02c602903676a0a3&vjs=3
Operations Manager,CareerWise Recruitment,Cork,10 days ago,2021-01-22,"By applying for this position, you are consenting to allow CareerWise Recruitment to process and retain your data in accordance with our Privacy Policy,…",,https://ie.indeed.com/rc/clk?jk=ac701e67bcfbcfaa&fccid=9573b00e216f887f&vjs=3
"Senior Software Engineer – Dublin, Ireland","Guidewire Software, Inc.",Dublin,30+ days ago,2021-01-22,"Guidewire combines core, data, digital, analytics, and AI to deliver our platform as a cloud service. Our software supports significant data volumes and heavy…",,https://ie.indeed.com/rc/clk?jk=28df5e34cc80c26e&fccid=be90d89fb010b0bf&vjs=3
"Associate Manager, Safety Operations Team",IQVIA,Dublin,30+ days ago,2021-01-22,"At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier…",,https://ie.indeed.com/rc/clk?jk=cdcf8c2f654daa54&fccid=6b7a1dfe07e7f037&vjs=3
Sr Software Development Engineer,Workday,Dublin,29 days ago,2021-01-22,Our mission is to employ the latest web design and distributed computing technologies in creating a data analysis product that’s both easy-to-use and powerful.,,https://ie.indeed.com/rc/clk?jk=fce90d1cb10200ef&fccid=9ac45d217f8342a1&vjs=3
Digital Sales Representative Manager - Top Unmanaged Accounts,Microsoft,Dublin,30+ days ago,2021-01-22,This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…,,https://ie.indeed.com/rc/clk?jk=5c97f9a5cd698951&fccid=734cb5a01ee60f80&vjs=3
Senior Site Reliability Engineer,Circle,Dublin,30+ days ago,2021-01-22,"If you're data-driven, interested in building something meaningful and would love to work in an entrepreneurial environment, we can't wait to hear from you.",,https://ie.indeed.com/rc/clk?jk=a86d3302f1d961e0&fccid=4ad12104a44e9eb6&vjs=3
Digital Sales Representative - Sweden - Top Unmanaged SMB,Microsoft,Dublin,30+ days ago,2021-01-22,This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…,,https://ie.indeed.com/rc/clk?jk=4e1daa44223d83fb&fccid=734cb5a01ee60f80&vjs=3
Ingestion Developer,Johnson Controls,Cork,30+ days ago,2021-01-22,Connect with the functional and technical leads when prioritizing the technology initiatives to support analytics. How you will do it.,,https://ie.indeed.com/rc/clk?jk=beac279bdbf9979e&fccid=dacddaa4d49537d8&vjs=3
Data Engineer - AI,Shutterstock,Dublin,30+ days ago,2021-01-22,Knowledge of emerging data integration technologies. In this role you will be bringing modern data technologies and practices to enable our talented team of…,,https://ie.indeed.com/rc/clk?jk=6ebe0ba96cf14075&fccid=bee6858907df8871&vjs=3
Digital Technical Specialist - Modern Workplace - Spanish speaker | Cloud Acquisition DS21,Microsoft,Dublin,30+ days ago,2021-01-22,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a…",,https://ie.indeed.com/rc/clk?jk=6b997b62788029c7&fccid=734cb5a01ee60f80&vjs=3
IT Business Lead,Johnson Controls,Cork,30+ days ago,2021-01-22,"Enable effective practices in data governance, business intelligence, and data analytics. The IT Business Lead for the Enterprise Sales and Digital Solutions…",,https://ie.indeed.com/rc/clk?jk=25db2a65ce673d5f&fccid=dacddaa4d49537d8&vjs=3
Senior Full Stack Developer,Spearline,"Skibbereen, County Cork",30+ days ago,2021-01-22,Knowledge of data analytics and reporting. Integrate data from various back-end services and databases. The senior web developer will cooperate with designers…,,https://ie.indeed.com/rc/clk?jk=17d2fde9d857abce&fccid=7328dc167d3b7c3b&vjs=3
Senior Product Manager,WP Engine,Limerick,9 days ago,2021-01-22,Use data to develop high-quality insights into our customer’s user experience. It's fun to work in a company where people truly BELIEVE in what they're doing!,,https://ie.indeed.com/rc/clk?jk=4364c501e4323a69&fccid=966a8dd715d10eb7&vjs=3
Enterprise Architecture Manager - Advisory Consulting - Dublin,PwC,Dublin,30+ days ago,2021-01-22,"Use data and insights to inform conclusions and support decision-making. We focus on building technology enabled and agile operating models, planning their new…",,https://ie.indeed.com/rc/clk?jk=4875c45a62af49b0&fccid=5e964c4afc56b180&vjs=3
Digital Technical Specialist for Modern Workplace - French market,Microsoft,Dublin,22 days ago,2021-01-22,This organization is at the forefront of establishing a new sales model leveraging modern technology and big data and analytics to drive impactful demand…,,https://ie.indeed.com/rc/clk?jk=e8f2ded013dcbdcf&fccid=734cb5a01ee60f80&vjs=3
